ilkHamle,ikinciHamle,ucuncuHamle,dorduncuHamle,besinciHamle,altinciHamle,yedinciHamle,sekizinciHamle,dokuzuncuHamle,onuncuHamle,sonuc 
a4,f5,a5,e5,e3,Ng6,Ng3,f4,exf4,exf4,0
c4,b5,Nf3,bxc4,b3,cxb3,Bxb3,Nf6,O-O,O-O,-1
Nf3,Nf6,O-O,d5,b3,b5,Bb2,O-O,Ng3,c5,1
f4,Nd6,e4,b6,e5,Nf5,b4,Bb7,Bd3,Ngh6,-1
e4,e5,Nd3,b5,b3,f6,g3,Nh6,Nh3,Nd6,1
g4,a5,d4,g6,Be3,a4,a3,c6,Qb4,Nfe6,-1
a4,g5,a5,d5,g3,d4,a6,e5,d3,Nfe6,1
e4,Ne6,c3,b6,d4,a5,Be3,a4,Nd3,a3,-1
Ne3,g5,a4,a5,b3,e6,Ng4,h5,Bb2,Qh7,1
d4,d5,c4,dxc4,Qxc4,Nb6,Qb4,Nd5,Qa3,Ne6,-1
c4,c5,Nb3,f6,Ne3,b5,cxb5,Bxb3,axb3,Ne6,1
e4,a5,f4,a4,Ng3,f6,Be2,c5,d4,cxd4,-1
f4,f5,c4,c5,Qc3,d6,Ng3,Ng6,Ba4,Nf6,1
d4,Nf6,c4,c5,dxc5,O-O,Nb3,d6,cxd6,Qxd6,1
d4,c5,dxc5,Rxc5,Nb3,Rc8,c4,d6,Nf3,Nb6,0
g4,g6,Nc3,Nfe6,e3,b6,Bxa8,Rxa8,f4,Bxc3,-1
b4,b5,Rb3,e5,Nfe3,g6,Ng4,h5,Nh6,Rg7,-1
g3,b5,Bg2,Bxg2,Nxg2,Rb6,Nf4,c6,a3,g5,0
b4,b5,Rb3,e6,Nd3,a5,Ne5,Nh6,bxa5,Bd5,-1
b4,f5,g3,e5,f4,exf4,Nd3,fxg3,Nxg3,Ne7,1
f4,f5,Ne3,g6,Nd3,Be6,g3,d6,Bf2,Nb6,1
d4,d5,Bd2,Ne6,f4,Nd6,c3,c6,f5,Nc7,-1
d4,f5,Ng3,Qf7,Nf3,c5,c3,cxd4,cxd4,f4,1
c4,c6,Ngf3,d5,cxd5,cxd5,d4,Ngf6,Nd3,Nd6,-1
c4,c5,Ngf3,Ngf6,d4,cxd4,Nxd4,Nd6,b3,e5,-1
c4,O-O,c5,b6,b4,e6,e4,d5,exd5,Bxd5,-1
b4,c5,O-O,Ng6,bxc5,Rxc5,Nd3,Rc4,e3,b5,1
d4,Nf6,c4,c5,d5,e6,Nc3,O-O,Bc2,a6,1
f4,d5,Nf3,c5,c4,d4,e3,Nc6,O-O,Nf6,-1
b3,b5,f4,Rb6,e4,Ra6,Qe2,Rxa2,Qxb5,Ne6,1
b4,b5,Rb3,e5,Ra3,Qh4,Rxa7,Qxb4,d4,g5,0
b4,b6,e3,Bd5,Be2,Nd6,Ba6+,Bb7,Bxb7+,Rxb7,-1
b4,b6,c4,e6,Rb3,Be7,Nc2,d5,cxd5,Bxd5,-1
Ng3,f5,f4,e5,e4,fxe4,f5,Nc6,Nc3,Bh4,1
e4,e5,f4,exf4,Qxf4,Ng6,Qf2,Nc6,Nc3,Nge5,1
d4,d5,e4,dxe4,Rxe4,Ng6,c4,Bf5,Re1,Bxb1,1
c4,b6,b4,e5,Ng3,d5,cxd5,Qxd5,O-O,Qd6,-1
g4,g5,Qh3,O-O-O,Qe3,d5,Qxa7,Rg6,Na3,Be5,1
g3,g5,Nc3,Qh6,b4,Na6,Rb1,Nd6,f4,Bf6,1
e4,c6,d4,f5,e5,Bc7,Nd3,Nb6,a4,Bh5+,1
Nb3,Nf6,Nc5,Nd6,f4,e6,c3,Nc4,Nxb7+,Kc8,-1
d4,g6,d5,f5,c4,c6,Nbc3,Nf7,f4,Nd6,1
g3,Nbc6,f4,g6,f5,gxf5,Rxf5,d6,Rf1,Be5,-1
Nf3,d5,Ne3,e6,c4,Ne7,Bb3,a5,d4,a4,1
d4,Nf6,e3,d5,Ng3,h5,Nf3,h4,Ne2,Ne6,-1
Nb3,d5,d4,Nb6,g3,Nfd7,Bg2,O-O,Ne3,Nf6,1
d4,Nb6,Nd2,d5,O-O,Bg4,h3,Bh5,g4,Bg6,-1
e3,b6,Nf3,e6,d4,Nf6,Be2,Bb4+,Nbd2,O-O,1
b3,Nc6,e4,e6,Qe2,Nf6,O-O-O,d5,exd5,Qxd5,-1
Ng3,O-O,d3,c5,O-O,d5,e4,d4,b4,cxb4,0
O-O,Ng6,d4,e5,dxe5,Nxe5,b3,c5,c4,b6,1
Ng3,Ng6,d4,d5,e3,e5,dxe5,Nxe5,f4,Ng4,1
e4,d5,exd5,Ng6,d4,Nf6,c4,e6,dxe6,fxe6,1
e4,e6,Nc3,Ne7,d4,d5,e5,f6,Nf3,Nbc6,1
e4,e5,d4,exd4,Rxd4,Nf6,Nc3,Nc6,Rd3,Bb4,-1
Ne3,f6,d4,Bg6,Nf3,c5,dxc5,Ne6,Bb4,a5,1
c4,e5,Nc3,Ne7,Bc2,Ndc6,f4,exf4,O-O-O,f5,1
Nf3,b6,O-O,Nf6,d4,O-O,Nc3,Bxf3,exf3,e6,-1
b3,Nc6,Nf3,e5,O-O,Nf6,e4,O-O,Nc3,b6,0
e4,g5,f4,gxf4,Rxf4,Nbc6,Rf1,Bd4,Bxd4,Nxd4,1
g3,Nbc6,f4,e5,fxe5,Qxe5,Nbc3,Re8,Ne3,g6,-1
e4,e5,Nb3,d6,Nf3,Nf6,d3,O-O,O-O,Bd7,1
d4,d5,Nf3,Bf5,O-O,Nb6,Bf4,e6,Qc1,Nf6,-1
d4,d5,c3,Nf6,Nf3,c6,Qb3,Ne6,Ne3,Bd7,1
d4,Nf6,Ba5,d5,c3,b6,Bb4,Ne6,Ng3,c5,0
d4,d5,Nf3,g6,Ng3,Bg7,Bb4,a5,Ba3,Ra6,0
d4,d5,Nd2,Nf6,Nb3,Ng6,g3,b6,Bg2,Bb5,-1
g4,g6,Qh3,Nc6,Nd3,b5,Nc3,Bxc3,dxc3,Nb6,-1
g4,g6,Qh3,e6,Nc3,Na6,Nd3,d5,b3,c5,-1
b4,b5,Nf3,Bxf3,exf3,Nf6,O-O,g6,d4,O-O,1
b3,Nf6,Bxf6,exf6,g3,O-O,Nf3,d5,O-O,Nd6,-1
Ng3,f6,f4,c6,Nd3,Bc7,e4,Nb6,a4,O-O-O,1
f3,f5,c3,Ng6,Ng3,Nh4,Qf2,d6,Nb3,f4,-1
d4,d5,c3,c6,e4,Bd7,Ne3,dxe4,Bxe4,Qe8,1
c4,e5,f4,exf4,Qxf4,Ne6,Qh4,c6,O-O,Nb6,-1
d4,Nf6,Nc3,d5,Bg5,Nbd7,Nf3,c5,dxc5,Ba5,1
e4,Nc6,Nf3,e5,O-O,Nf6,d4,exd4,e5,Ne4,-1
f4,f6,c3,c6,Qa4,a5,Ng3,b5,Qd1,Nc7,1
c3,Ng6,Qa4,e5,Ng3,Nd6,Bxg6,fxg6,O-O-O,a5,1
e4,g6,Ne3,c5,Nf3,Bxb2,Kxb2,Qb6+,Kc3,d5,1
d4,d5,g3,Nf6,c4,dxc4,Ne3,c5,Rxc4,Ne6,0
d4,f5,Nd3,g5,e3,Nf6,Qf3,Bg7,Nc5,Ne4,-1
f4,d5,g4,f6,Nd3,Nd6,c3,Nd7,Ng3,e5,-1
c4,f6,d4,c6,f3,Nb6,c5,Nd5,Nd3,Bf7,-1
c4,c5,f3,f6,b3,e5,Bf2,Be6,Nac2,O-O,-1
Ng3,e5,c4,O-O,c5,Ng6,e3,d5,Bg4,Bb5+,-1
O-O,e5,Ng3,d6,c4,Ng6,Nb3,c5,Bc2,Bd7,-1
c4,c5,g3,Nc7,b3,b5,Be4,Bxe4,Qxe4,Nd6,1
g3,a6,O-O,g6,c4,Ba7,Nc2,Ncd6,b3,f6,-1
d4,d5,Nc3,e6,e4,dxe4,Nxe4,Nc6,f3,Nd6,-1
e4,e5,f4,exf4,Qf2,g5,d3,h5,Nb3,Rh6,-1
d4,d5,f3,e5,dxe5,Ne6,e3,Nc6,Nbc3,O-O-O,0
e4,e5,Nbc3,f6,Ne3,Nbc6,O-O-O,Bf7,Ned5,Nb4,-1
c3,d5,d4,c6,e4,dxe4,Bxe4,Nf6,Bc2,Qe8,0
c4,c5,Nf3,Nc6,Nc3,Bc7,Qd1,d6,O-O,Nf6,1
b4,b6,e4,Nf6,e5,Ng4,h3,Nh6,Qd3,g6,0
g4,g6,g5,Nc6,Bxc6,bxc6,O-O-O,f5,Nc3,e6,1
d4,d5,g4,g5,Nb3,Nb6,e4,c6,Be3,Nc4,1
d4,d5,Nb3,h5,Nfd2,g5,g3,Nb6,Bg2,Bf5,1
d4,c5,dxc5,f6,f3,Bf7,c4,O-O,Be4,Ne6,1
f3,c5,Bf2,d5,c3,f6,O-O,Bd6,Ne3,Be6,1
e4,f6,Nb3,e5,f4,Nc6,Be3,O-O-O,fxe5,Qxe5,1
f3,Nb6,e4,e5,Nc3,Nc6,Nb3,f6,Bb5,Qg6,-1
f4,f5,Nd3,Nb6,a4,c6,b3,Bc7,a5,Nd5,1
e4,e5,Nb3,a5,Bg4,h5,Bh3,g5,Bf5,Nd6,-1
f4,g5,d4,c6,g3,gxf4,c3,fxg3,Bxh7,Rg4,1
c4,c6,Ng3,Ng6,d4,e5,Nc2,exd4,Rxd4,Be5,-1
b4,e6,e4,Nef6,e5,Nd5,Qb5,Be7,Nd3,b6,0
e4,e6,e5,f6,b3,fxe5,Bxe5,b5,Ngf3,Bf6,-1
e4,Nc6,f4,e6,Bc4,f5,exf5,d5,Bd3,Nb4,-1
e4,e5,f3,f6,d4,exd4,Qxd4,Nc6,Qd2,Bf7,1
e3,Nb6,c4,d6,d4,e5,dxe5,dxe5,c5,N6d7,0
e4,e6,d4,f5,exf5,Qxf5,Bf3,d5,Qe2,Nc6,1
e4,f6,f4,c6,c3,Ng6,f5,Ne5,d4,Nc4,-1
c3,f5,Ng3,f4,Ne4,c6,f3,d5,Nc5,b6,-1
d4,e5,d5,e4,Ng3,Qe5,c4,Bc5,e3,Ng6,-1
d4,d5,e4,dxe4,Qxe4,f5,Qe1,e6,Nc3,Ng6,1
d4,f6,Nb3,c6,f4,Nb6,c4,Qf7,c5,Nd5,0
f3,c5,c3,d5,Bg3,Bxg3,hxg3,Nb6,Nb3,e5,1
d4,d5,Nb3,Nb6,g4,g6,e3,e5,dxe5,Bxe5,0
d4,d5,Nb3,g6,g3,Nb6,Qd2,Ne6,O-O-O,a5,-1
f4,e5,b4,b5,fxe5,Nc6,Qg3,Qe6,a3,Re8,-1
e4,b6,b3,f5,d3,e5,Nd2,Bg5,exf5,Nd6,-1
g4,d5,d4,O-O,Nc3,Nb6,a4,e6,Bd2,g6,0
d4,d5,O-O,g5,Nc3,Nc6,Nb3,a5,Nb5,Qb8,-1
f3,Nb6,c4,f6,b3,Ng6,c5,Nd5,Bf2,Bf7,0
f3,c5,Nb3,b6,Ng3,f6,c3,c4,Nd4,Bf7,1
c4,e5,f4,d6,fxe5,dxe5,b4,Nd7,e3,a5,1
e4,f5,d3,e5,Nd2,Nc6,Ne2,Bh5,Ng3,Bxd1,-1
d4,Ng6,e4,d6,f4,e6,Ng3,O-O,b4,Bd7,1
e4,e5,d3,Ng6,Ng3,h6,O-O,Na6,Nh5,Bh4,1
g4,g6,d4,Nc6,Be3,d5,Nc3,Nb6,Nb3,Qg7,1
g4,g6,Qh3,d5,Nc3,Be6,Nb3,h5,Nc5,Bxg4,1
c4,O-O,d4,Ng6,d5,Nb6,b3,c6,Ng3,cxd5,0
O-O,c5,c4,Ng6,Ng3,Nb6,d4,Nxc4,dxc5,d5,1
e4,e5,Ng3,Ng6,a4,a5,Nb3,Nb6,d4,exd4,1
Ng3,f5,e3,e5,d4,f4,exf4,exf4,Ne4,a6,1
e4,Nab6,Nab3,f5,exf5,Qd5,g4,e6,fxe6,dxe6,1
Nab3,d5,f3,Nab6,Qc5,f6,O-O,Na4,Qa5,b6,1
e4,d6,d3,Nf6,f4,a5,Nf3,Ra6,a4,e6,-1
Nf3,d6,d3,e5,a4,f5,Ra3,Nf6,c4,Be7,1
f4,c5,c4,Ng6,f5,Ne5,b3,f6,Nc3,Bf7,0
Ng3,f6,f4,Bf7,c4,O-O,Bd3,c5,Be3,Ng6,1
d4,e6,h4,Nc6,c3,e5,d5,Ne7,c4,b5,1
d4,e6,Nc3,Nc6,e3,d5,Nd3,Be7,Bf3,h5,-1
e4,Nb6,d4,d5,exd5,Nxd5,c4,Ndf6,Bf4,Nd6,0
Nb3,d5,d4,Bf5,Nd3,Nb6,Qe1,e6,f3,Nd6,-1
Nc3,g6,f4,Nfe6,e3,a5,d4,Ra6,g4,c5,-1
Nc3,g5,a4,f5,Ra3,Nc6,g3,a5,Ne3,e6,-1
c4,Ng6,f4,f6,Be3,Nb6,d3,c6,Bd2,Bf7,-1
Ng3,f5,f3,Be6,Nb3,f4,Nh5,Bxb3,cxb3,g6,1
e4,e6,f3,d5,b4,dxe4,fxe4,Nge7,Nf3,Nd6,1
Nf3,d5,e3,Nb6,d4,O-O-O,Bd3,e6,Bc3,Nf6,-1
d4,Nf6,e4,b5,e5,Bb7,f3,Nd5,Nh3,Ne6,-1
Nf3,e5,O-O,d5,b4,e4,Bb2,f6,Nd4,c6,0
c4,Nb6,c5,Na4,d4,d6,Bc2,Bd7,f4,b6,-1
Nb3,d5,c3,c6,d4,f5,Bd3,Qf7,Ne3,Ng6,-1
e4,e5,a4,Ne6,d3,a5,g3,Be7,f4,exf4,-1
Nf3,g5,d3,g4,N3d2,e5,e4,d6,a4,f5,1
g4,Nb6,O-O-O,d5,d4,Bd7,g5,c6,f4,Nc4,-1
Nf3,O-O-O,d4,g6,Nb3,d5,Ng5,Nf6,Bb4,Bb5,1
Ng3,Nf6,Nf5,Rg8,b3,b6,Nf3,Ng6,O-O,Nf4,0
Ng3,Nf6,Nf3,O-O,O-O,c5,d4,cxd4,b3,e5,0
d4,e5,dxe5,Nbc6,g4,Nxe5,Nbc3,g6,Nd5,Ne6,0
Nbc3,g6,e4,Nbc6,Bc4,a6,O-O,b5,Bb3,Nd4,-1
f4,Nhg6,g3,a5,e4,Ra6,a4,f6,f5,Ne5,1
Nhg3,e5,a4,f6,Ne3,g6,Ba2,Bxa2,Rxa2,f5,-1
b3,Ne6,f4,f5,Ne3,c5,Ng3,Ng6,Ngxf5,Nexf4,1
Ng3,c5,c4,Ne6,f3,Bxg3+,hxg3,f5,Ne3,Nd4,1
f4,f5,g3,Nd6,Bd4,Bf7,d3,a5,Qe3,Ne6,-1
g3,f5,a4,g6,Ra3,f4,gxf4,Rxf4,Nd3,Rh4,1
b4,e5,e4,Ng6,Ng3,b6,f3,Nd6,Qe3,f6,-1
Ng3,e5,e4,b5,b3,Ng6,Nd3,f6,Bb2,Qe6,1
g4,Nb6,d3,Ne6,Nb3,d6,Qe3,Ba4,Ng3,g6,-1
Nb3,g5,Ne3,d6,g3,Nb6,d3,Qh3,Bg2,Qh6,1
b4,Ng6,Qa3,b6,Nf3,e6,Qa4,a5,b5,Bb4,-1
Ng3,b5,b4,Qa6,Rb3,Qxa2,Ra3,Qc4,Bc3,Qh4,1
b4,Nd6,Nh3,b5,Rb3,a5,bxa5,Bd5,Rd3,Bxa2,1
Ngf3,f6,b4,e5,d4,e4,Nd2,b5,f3,f5,1
e4,Nc6,d4,e6,d5,exd5,exd5,Ne5,Be3,Nf6,1
Nc3,d5,d4,e6,g3,c5,dxc5,Bxc5,Nd3,Be7,0
b4,b6,h4,Nd6,d3,e6,h5,Bc6,c4,Bf6,-1
Nd3,b5,b3,h5,e3,h4,Bf3,Bxf3,gxf3,Ng6,1
c3,O-O,Bc2,Ng6,h4,Kh8,h5,Nf4,Ng3,h6,0
O-O,c5,b4,Bc7,Ng3,h5,bxc5,h4,Nf5,Bxh2+,0
Ne3,c6,g3,g6,f4,d5,Nf3,d4,Nc4,f5,1
Ne3,c6,Nf3,g6,h3,f5,Bh2,e5,O-O,f4,-1
Nf3,Nf6,e3,b5,b3,e6,Bxf6,gxf6,Qa1,Be7,0
g3,b6,Nf3,Nf6,Bg2,e6,b4,Be7,c4,Be4,0
c4,f6,b3,Bf7,Qd4,Ne6,Qh4,Nd6,Nc3,O-O-O,1
f4,c5,Be3,f6,Bxc5,Bxf4,e3,Bc7,Nc3,Qb8,-1
c4,O-O,Nb3,g6,d4,c5,g3,b5,cxb5,c4,1
O-O,g6,b4,d5,Bb2,Bxb2,Nxb2,c6,c4,dxc4,-1
b3,f5,g3,Nf6,f4,O-O-O,Qe5,e6,Qa5,a6,1
g4,f5,gxf5,Rxf5,b3,Nf6,e4,Ra5,f4,g6,1
e4,b6,Bf3,e5,b3,Bf6,Nd3,g6,Ne2,Bg7,0
b4,b6,c4,e6,Rb3,Be7,Nc2,d5,cxd5,Bxd5,-1
f3,Nb6,e4,f5,Nb3,fxe4,fxe4,Ng6,Ng3,d5,1
f3,Nb6,e4,f6,Nb3,e5,d4,exd4,Bxd4,Qh5,-1
c3,a5,f4,a4,Ng3,Ng6,f5,Ne5,d4,Nc4,0
a4,c6,a5,f5,c3,Ng6,Ng3,f4,Ne4,Bc7,1
f4,g6,g4,Bg7,c3,Nab6,Nab3,d5,Bg2,c6,0
g3,g5,h4,Bg7,Nd3,h6,Bg2,Nd6,Nb3,f5,-1
g3,d5,d4,c6,e4,dxe4,Bxe4,Bh3,c3,Nbd7,-1
c4,g6,d4,d5,cxd5,Qxd5,Be3,Ne6,Nc3,Qd6,-1
e4,e5,Qh5,Ng6,f3,Qf6,Bf2,Nb6,Nb3,O-O-O,1
e3,f5,g4,fxg4,Qxg4,e6,O-O-O,Nb6,f3,Bg6,1
e4,e5,f3,Nc6,Nc3,f5,exf5,N8e7,g4,Bc4+,0
e4,e5,f4,exf4,Bc5+,d6,Ba3,Nc6,O-O,g5,-1
b4,O-O,g3,Na6,b5,Nc5,d4,Nce6,Qa5,g6,0
c4,b6,d4,g6,e3,c5,d5,Bb7,Ndc3,Na6,1
d4,e6,e4,Bf6,e5,Be7,Bf3,Nc6,Bc3,O-O-O,1
Ne3,e6,c4,Nc6,Nc3,f5,Ba4,g5,O-O-O,Qd4,0
Nf3,Nf6,b3,b6,Be5,e6,Qb2,Be7,e3,O-O,-1
Nf3,Nf6,b4,b5,g3,Bd5,Bg2,Nb6,O-O,e6,-1
g4,g6,Nc3,Nc6,b3,a5,Bb2,a4,bxa4,Nd6,0
d4,g6,Nf3,Nc6,c3,d6,Bh6,Bg7,Bxg7,Qxg7,-1
g3,Nd6,b3,Re8,f4,O-O-O,Qc3,Ne6,Nd3,f5,1
Nd3,b6,Re1,g6,O-O-O,f5,f4,Qc6,Bf2,Nd6,1
Ng3,Nf6,Nf3,O-O,b3,c5,c4,d5,cxd5,Rxd5,1
Ng3,Nf6,Nf5,Rg8,d4,d5,c3,c6,Nf3,Ng6,1
d4,Nf6,c4,Nb6,c5,Nbd5,g4,h6,Bd2,c6,-1
Nf3,c5,c4,Bc7,Nb3,d6,Bc2,Nb6,d4,cxd4,-1
b3,b5,d3,Ne6,e4,O-O,Ne3,g6,Bxh8,Kxh8,1
g3,g6,b3,Bxa1,Rxa1,Nc6,Bxc6,dxc6,O-O,b6,1
c4,Ne6,Nf3,c6,d4,Nf6,e4,d6,Be3,Ng4,0
d4,d5,Ne3,c6,O-O,Ne6,Nf3,Nf4,Re1,Nd6,-1
Nab3,f5,f3,Bd5,c4,Bxc4,Bxf5,Nd6,Bc2,Qh5,1
Nd3,b6,h4,c5,Bh2,Bxh2,Rxh2,f6,h5,Nc7,1
f4,Nc6,g3,g5,fxg5,Qxg5,Qe3,Ne6,Qd3,Qg7,-1
Nfe3,e6,a3,g5,Ka2,f5,d3,f4,Nc4,d5,1
e4,g6,Bc4,e6,Nf3,Nc6,c3,Nge7,d4,d5,1
Nf3,g6,e4,Nc6,c3,Bh6,Bc4,Qf6,O-O,e5,0
Ned3,b6,O-O,g6,f3,O-O,b4,Nf6,e4,e6,0
g3,b5,Bxa8,Qxa8,b3,Ned6,O-O,O-O,Qb2,Nb6,-1
O-O,b6,c4,g6,b3,Bxa1,Qxa1,Ne6,d4,O-O,1
g3,b6,Bxa8,Qxa8,b3,O-O,Nf3,c5,Ne3,Nc6,0
Nd3,f5,f4,Bd5,Qg3,c6,b3,b5,Bd4,Qg6,-1
f3,f5,c3,Bd5,Bxf5,O-O,e4,Bc6,d3,Nd6,1
Nd3,d6,a3,a6,f4,Ba7,Bf2,Nb6,Ba2,O-O-O,1
c3,f5,f3,Ng6,Nb3,Nd6,Bc2,a5,Bf2,b6,-1
d4,d5,c4,dxc4,Nf3,e6,O-O,Ne7,Nbd2,c3,-1
d4,Nf6,Nf3,d6,O-O,O-O,c4,c5,dxc5,dxc5,-1
a3,d5,Ka2,g6,g4,Nf6,g5,Ne4,f4,Qd6,1
d4,c5,dxc5,Ne6,Bc3,Nxc5,g3,d6,Bf3,a5,-1
e4,e5,Nd3,b5,b3,f6,g3,Nd6,Bg2,O-O-O,1
b3,e5,Nd3,e4,Nf4,Be7,Nh5,f6,e3,Nd6,1
Nb3,g6,Nc3,Bxc3,dxc3,O-O-O,g4,Nb6,O-O-O,Qg7,1
g3,Nc6,O-O-O,O-O-O,Bxc6,dxc6,Nb3,g5,Qg2,f5,-1
c4,O-O,O-O,Nc6,Nc3,g6,Nf3,e5,g3,d6,1
O-O,d5,d4,O-O,Nc3,Nc6,g4,Bxg4,Bxd5,Qd7,-1
g3,e5,Nf3,Ng6,Bg2,Nf6,c4,Be7,d4,d6,-1
d4,Nf6,Ng3,Ng4,c3,Nxf2+,Kd2,g6,e4,c5,-1
c4,c6,d4,Ng6,Nb3,O-O,h4,d5,cxd5,Rxd5,1
c3,d5,d4,c6,Ng3,Nb6,O-O,h5,e4,h4,1
Nf3,c5,c4,Nf6,Ne3,Ne6,Qc3,d6,Bf5,Ba4+,1
c4,Ne6,f3,c5,Qc3,Bc7,Bf2,Nf6,Bf5,Bd6,-1
Nab3,g5,g4,Ncb6,d4,Qh6,Nd3,d5,Bb4,Ba4,1
g3,Nab6,Ncb3,g5,d4,f5,O-O-O,Nd6,Nc5,Bf7,-1
d4,Nf6,Nf3,b6,c4,e6,Nc3,Qb4,e3,O-O,0
e4,c5,Nf3,Nc6,Qc4,d6,O-O,Nf6,d3,Be6,-1
a4,d5,Ngf3,Bf5,a5,Nd6,a6,b6,d4,e6,1
e4,c5,Ngf3,d6,c3,a5,Nc2,Ngf6,Qe1,a4,-1
a4,d5,a5,e5,c4,dxc4,Ne3,Nhg6,Nxc4,Ne6,1
e4,c6,Nhg3,d5,exd5,cxd5,c3,e6,d4,Nfg6,-1
g3,d6,d4,g5,Nb3,Qg6,Ne3,Bh3,Bg2,Bxg2,1
g4,g6,Nb3,Ne6,d3,c5,Bh6,Bg7,Bxg7,Qxg7,-1
c4,f5,Nb3,Nb6,d3,e6,Nc3,Bf6,f4,O-O-O,1
f4,Nb6,c4,f5,b3,c5,Nc3,e6,Nc2,d5,-1
c4,c6,Ne3,Ng6,h4,d5,h5,Nf4,Qb3,Nd6,1
c4,c5,Nb3,Ne6,d4,cxd4,Be4,Nd6,Bd5,Qc8,1
Nd3,Ncb6,g4,f5,gxf5,Rxf5,f4,c6,e4,Rf8,-1
c3,Nd6,Ncb3,f5,f4,c6,O-O-O,O-O-O,Nc2,Bxb3,-1
Ncd3,h6,f4,Bh7,Bd4,O-O,O-O,d6,b4,e6,-1
c3,Ncd6,f3,h5,Nb3,b6,Bc2,h4,Bf2,c5,-1
f4,c6,Ng3,f6,Be3,Qc7,O-O,Nb6,Nb3,Nd5,1
f3,f5,c4,Ng6,Ng3,Nh4,Rf2,c5,Qc3,Nb6,0
h4,d5,h5,e6,h6,g6,Nd3,Bd6,f4,O-O,1
d4,d5,Bb4,h5,e3,h4,Bd3,h3,g3,Nab6,-1
f4,f5,d3,Ncb6,c4,Bf7,Ncb3,O-O,Bc2,c6,-1
f4,f5,c3,d6,Bb3,c5,Bxg8,Qxg8,Nc2,Nab6,-1
a4,f6,a5,Nhg6,Ne3,c6,c3,Ne6,g3,Nc5,-1
Nhg3,c5,f3,Ne6,c3,Ng6,Qa4,a6,Ne4,d6,0
e4,b5,e5,Ng6,Qh5,Rh8,O-O-O,Bd5,b3,e6,1
b4,Nf6,Rb3,Ng6,Ng3,e5,h4,e4,h5,Nh4,0
e4,Ng6,Nb3,f6,Bh5,Bf7,O-O-O,b6,f3,e5,-1
Ng3,e5,Nd3,f6,f3,Bf7,c3,Ng6,Be3,O-O,-1
c4,O-O,d4,Nd6,Bd3,Ne6,c5,Nc8,Nb3,c6,1
O-O,d5,Ne3,d4,Nf5,c5,c3,O-O,cxd4,g6,1
f4,Nc6,g4,d6,Bxc6,bxc6,Ne3,g6,c4,f5,-1
Nc3,g5,Ne3,Bxc3,dxc3,f6,g3,a5,Nf5,Ng6,-1
c3,Ng6,f4,f6,f5,Ne5,Bb3,Nd6,Bxg8,Rxg8,-1
Ng3,e5,Nd3,Be7,Nf5,Bd6,e4,f6,Bg4,Bc4,-1
b4,Ncd6,Nf3,b6,Nb3,h5,Rc1,h4,c4,h3,1
Ncd3,b6,b3,Nf6,h4,Qe8,h5,O-O,h6,g6,-1
Nf3,d6,d4,Nf6,Ng5,Be6,c3,c5,dxc5,h6,1
Nf3,d5,Ne3,Nf6,g3,N8d7,Ng5,O-O,Nxd5,Nxd5,-1
d4,e5,dxe5,Nbc6,g3,g5,Bg2,Qxe5,Be4,f5,1
Nbc3,e5,e4,b6,Bc4,Ba6,Ne3,Bc5,d3,Bxc4,1
b3,Ng6,O-O,O-O,e4,Nc6,f4,e6,f5,exf5,1
O-O,O-O,Ng3,e5,Nc3,b5,e4,b4,Nd5,Bxd5,-1
O-O,O-O,c4,Ng6,d4,d5,cxd5,Nb6,e4,f5,1
O-O,O-O,d4,d5,Nd3,Ba4,Ng3,c6,f4,Bb5,-1
e4,Nc6,b3,e5,Bb5,Nd4,Bc4,Nh6,Bxd4,exd4,-1
e3,e5,Nc3,Nf6,Bc4,Qg8,Nf3,b6,O-O-O,O-O-O,1
e4,b5,f3,Nc6,b3,e6,Nc3,a6,a4,Nd6,-1
b4,b6,e3,f6,Rb3,e5,Nc3,Bb7,f4,Nc6,-1
e4,f5,exf5,Ncd6,Nb3,Nf6,g4,Bd5,Ng2,a5,-1
f4,f5,Nf3,c6,a4,Bc7,a5,Bxf4,Nd3,Bc7,-1
e4,Ng6,f4,f5,exf5,Rxf5,d4,Rf7,Be3,d5,-1
Ng3,d5,d4,Ng6,Nd3,Nf6,a4,h5,e3,h4,-1
d4,Nf6,c4,O-O,Qb3,a5,Qxb7,Nb6,c5,Ra7,1
Nf3,c5,d4,c4,O-O,d5,Bb4,Nf6,c3,O-O,-1
e4,Ng6,Nf3,Nf6,e5,Nd5,O-O,d6,d4,O-O,0
Ng3,Nf6,Nf3,d5,O-O,Ng6,d4,O-O,Bd2,Bg4,-1
c3,Nd6,Nb3,Ng6,Bc2,f6,h4,a6,h5,Ne5,1
Ne3,f6,Nb3,c6,c3,Bf4,f3,Nb6,g3,Bxe3,0
d4,c5,dxc5,Nfe6,Ng3,Nc6,c4,O-O,b4,f6,1
Ng3,c5,O-O,Ng6,c4,f6,Be4,O-O,Nc3,Bf7,-1
c3,Ng6,d4,Nb6,Ng3,c6,f4,f5,Nxf5,d5,-1
Ng3,c6,d4,d5,Nb3,Ng6,f4,f5,Qf2,Qf7,-1
f4,Nd6,e4,e5,fxe5,Rxe5,Bf3,Ne6,d4,Ra5,1
a4,f5,Ra3,e5,e4,fxe4,Rxe4,Nd6,Re1,Bf6,-1
c3,Nb6,d4,c6,Nf3,d5,Re1,h5,O-O,h4,1
